player_id,player_name,minutes_played,mean_goals_per_90,std_goals_per_90,ci_lower,ci_upper
5202.0,Remy Gomis,14670,1.0361519607843137,1e-05,,
5217.0,Laurent Batlles,9180,0.901174168297456,0.02937648011953797,0.8366639313960149,0.9508854909466586
5610.0,Yann Jouffre,12330,1.2689504373177842,1e-05,,
5631.0,Jeremy Blayac,1170,0.3908275552078395,0.12904595423334153,0.15833256442771904,0.6543651866160872
11323.0,Cedric Hengbart,13410,1.0730563002680966,1e-05,,
11324.0,Nicolas Seube,12330,1.1669096209912537,1e-05,,
11327.0,Anthony Deroin,2250,1.1944444444444444,1e-05,,
11329.0,Reynald Lemaitre,11790,1.159298780487805,1e-05,,
14521.0,Maor Melikson,3330,0.9973118279569892,0.008377459432700502,0.9736720740608205,1.0
14560.0,Eden Ben Basat,4590,0.900390625,0.04145055389082878,0.8057620996847817,0.9657008403171041
14593.0,Eliran Atar,630,1.125,1e-05,,
16254.0,Dusan Veskovac,3150,1.2244318181818181,1e-05,,
16493.0,Pavle Ninkov,6750,0.8922872340425533,0.035514723945047844,0.8135539722899444,0.9513748903032656
17806.0,Nassim Akrour,4500,0.7191235059760956,0.06280937323199286,0.5884903411614678,0.833229897930558
17875.0,Jordan Loties,7830,1.125,1e-05,,
18576.0,Lucas Barrios,2700,1.2947019867549667,1e-05,,
18628.0,Marco Ruben,1440,0.993827160493827,0.0188857266741805,0.9394449363593588,1.0
18636.0,Pablo Barzola,3870,1.0902777777777777,1e-05,,
18734.0,Dario Cvitanich,5760,1.2320872274143304,1e-05,,
18913.0,Juan Eduardo Eluchans,1440,0.9320987654320988,0.06066044308568887,0.7732210757641841,0.9975552126532953
18925.0,Ezequiel Lavezzi,6390,1.981741573033708,1e-05,,
18945.0,Santiago Gentiletti,990,0.8125,0.11174610786488638,0.5499962082100289,0.9719480551304976
19014.0,Guillaume Ducatel,1710,1.203125,1e-05,,
19297.0,Thiago Xavier,1980,0.7252252252252251,0.09267890386051449,0.5269594691707338,0.8851706476848306
20329.0,Rafael Dias,990,1.3482142857142858,1e-05,,
20401.0,Michel Bastos,9630,1.4841417910447763,1e-05,,
20482.0,Marcos Ceara,8280,1.356832971800434,1e-05,,
21414.0,Oscar Trejo,6390,0.9424157303370787,0.027416031854297643,0.8781432682675047,0.9835170711191754
21751.0,Mohammed Rabiu,2880,1.12111801242236,1e-05,,
21776.0,Gregory Lorenzi,3150,0.8267045454545454,0.06290924357839668,0.6875540771518216,0.9308997643460156
22543.0,Radamel Falcao,1260,1.556338028169014,1e-05,,
23051.0,Jimmy Juan,990,0.6339285714285714,0.13791870311328694,0.34759083529363094,0.8751723356079469
23075.0,Franco Sosa,3240,1.218232044198895,1e-05,,
23304.0,Djamel Belmadi,900,0.8921568627450981,0.09268465882935803,0.6531685561338645,0.9959550466665336
23988.0,Lassana Diarra,2250,1.5119047619047619,1e-05,,
24116.0,Boudewijn Zenden,990,1.7053571428571428,1e-05,,
24132.0,Mohamed Lamine Sissoko,2070,1.9008620689655171,1e-05,,
24205.0,Joey Barton,1800,1.0445544554455444,1e-05,,
24385.0,Abel Aguilar,3870,1.2060185185185184,1e-05,,
24423.0,Damian Tixier,1980,0.7252252252252251,0.09267890386051449,0.5269594691707338,0.8851706476848306
24493.0,Andrea Raggi,7020,1.5102301790281332,1e-05,,
24753.0,Jeremie Aliadiere,6300,1.2834757834757835,1e-05,,
25496.0,Dimitri Payet,18090,1.541252485089463,1e-05,,
25515.0,Mamadou Niang,5130,1.8374125874125875,1e-05,,
25519.0,Boukari Drame,4050,1.152654867256637,1e-05,,
25521.0,Pape Diakhate,3690,1.2160194174757282,1e-05,,
25522.0,Omar Daf,4770,0.9229323308270676,0.03622608475431766,0.8384651389923193,0.9777218767694376
25525.0,Siaka Tiene,12240,1.351688693098385,1e-05,,
25537.0,Marouane Chamakh,5130,1.5751748251748252,1e-05,,
25538.0,Youssouf Hadji,9180,1.1457925636007829,1e-05,,
25541.0,Taye Taiwo,7830,1.7442660550458717,1e-05,,
25543.0,John Utaka,6210,1.5765895953757227,1e-05,,
25560.0,Guirane N'Daw,7920,0.7494331065759637,0.04588237121335285,0.6544866960241322,0.8336713114662639
25572.0,Jean Makoun,11160,1.4098228663446055,1e-05,,
25575.0,Pierre Boya,1980,0.7252252252252251,0.09267890386051449,0.5269594691707338,0.8851706476848306
25642.0,Kaba Diawara,540,0.9838709677419355,0.046946906442400495,0.8414224257886389,1.0
25657.0,Ismael Bangoura,2700,1.3609271523178808,1e-05,,
25659.0,Fode Mansare,1350,1.1907894736842106,1e-05,,
25664.0,Dianbobo Balde,2520,0.74822695035461,0.08032114077074629,0.5760249799924544,0.8871744552971715
25816.0,Almen Abdi,810,0.8804347826086957,0.10158999496316135,0.6198875917577068,0.9954597364545417
25824.0,Alexandre Alphonse,810,0.6630434782608696,0.1479986831541169,0.34875629408088477,0.9108407095925722
25856.0,Kader Mangane,11250,1.1669329073482428,1e-05,,
26014.0,Victor Hugo Montano,9090,1.3349802371541504,1e-05,,
26027.0,Martial Robin,3960,0.6583710407239819,0.07054130363855357,0.5141322687465484,0.7890336338888776
26028.0,Romain Rocchi,1170,0.6136363636363636,0.12921397715229718,0.34908967898536514,0.8456402165274134
26040.0,Djamel Abdoun,810,1.2065217391304348,1e-05,,
26051.0,Renaud Cohade,14490,1.2971464019851118,1e-05,,
26052.0,Laurent Bonnart,10440,1.3950086058519795,1e-05,,
26057.0,Guillaume Loriot,1890,0.8066037735849056,0.08382578620860531,0.6183822920709137,0.940531040757527
